heure,nb_requetes_min,nb_fichiers,taille_totale_mb,ip_connue,pays_etranger,methode_delete,label
18,17,9,36.05596044327906,1,0,0,0
18,5,3,12.558894372713175,1,0,0,0
13,9,2,28.619644534611158,1,0,0,0
18,6,2,0.7319820808190097,1,0,0,0
3,155,206,2859.72508181125,0,1,1,1
4,327,450,4710.492845266521,0,1,0,1
17,13,2,7.179545242148305,1,0,0,0
15,1,3,21.13388138361224,1,0,0,0
15,17,6,29.888844381221375,1,0,0,0
10,9,5,30.281008368808173,1,0,0,0
14,19,4,25.015143970229193,1,0,0,0
11,17,5,9.817850077726739,1,0,0,0
10,1,6,39.55930645482026,1,0,0,0
3,168,356,3855.045081137998,0,1,1,1
11,11,9,4.209037857620192,1,0,0,0
23,731,300,3595.382168606149,0,1,1,1
23,649,221,2581.1153391595976,0,1,1,1
10,9,9,43.63440875015434,1,0,0,0
10,4,4,25.466342801511207,1,0,0,0
10,5,8,16.24772333724563,1,0,0,0
12,19,1,38.179139308168104,1,0,0,0
17,1,4,12.694283023896508,1,0,0,0
22,888,444,1955.318575039615,0,0,0,1
13,1,6,37.8667021250584,1,0,0,0
12,6,6,6.433837313308128,1,0,0,0
16,13,4,25.5950229535768,1,0,0,0
2,642,399,4801.4183654232265,0,0,1,1
11,2,4,4.402018639735316,1,0,0,0
13,4,8,37.28742433639849,1,0,0,0
10,6,1,27.68795294594364,1,0,0,0
3,300,155,3566.825545939908,0,1,1,1
22,598,386,2465.3080209149985,0,1,0,1
12,1,5,36.32994403241527,1,0,0,0
23,364,371,3586.607762740427,0,1,1,1
2,502,386,1117.6730423798972,0,1,1,1
17,16,10,20.100174356735746,1,0,0,0
12,15,2,23.48802871678048,1,0,0,0
10,14,3,3.83392958736107,1,0,0,0
17,9,4,38.371254145723924,1,0,0,0
18,4,8,37.25520170107008,1,0,0,0
23,677,183,776.3799341905876,0,1,0,1
9,4,6,18.441328312168647,1,0,0,0
11,2,5,18.920681950570856,1,0,0,0
17,2,9,15.151353418501627,1,0,0,0
13,3,7,42.23976955475338,1,0,0,0
16,1,9,15.038999734778896,1,0,0,0
17,13,3,8.19613588321368,1,0,0,0
9,13,1,21.867357816064377,1,0,0,0
2,679,496,3467.886532709197,0,0,1,1
15,12,9,15.07972194467798,1,0,0,0
8,18,8,45.52679571035452,1,0,0,0
9,3,8,40.81956034566242,1,0,1,0
18,11,9,2.7847293961567066,1,0,0,0
22,132,189,2362.413055379614,0,1,0,1
15,15,9,17.291287557064717,1,0,0,0
0,448,156,4162.620672011892,0,1,1,1
13,13,9,2.5426358177620947,1,0,0,0
10,14,10,34.359651876799425,1,0,0,0
16,5,6,6.019795047535253,1,0,1,0
1,180,267,3608.6816149473675,0,1,0,1
9,10,9,18.89629737220938,1,0,0,0
16,14,3,30.31499979127421,1,0,0,0
18,4,1,12.172710920021617,1,0,0,0
23,594,138,2697.2437926804537,0,1,1,1
22,486,233,3759.7962104253083,0,1,0,1
15,17,3,47.89034570744259,1,0,0,0
0,451,93,4853.055351621032,0,1,1,1
9,19,2,39.99516760864681,1,0,0,0
18,8,1,17.133720017384253,1,0,0,0
2,754,157,1943.9616643078607,0,0,0,1
23,879,326,2783.933404734303,0,1,1,1
4,711,283,3339.7138518847687,0,1,1,1
13,11,4,22.931766068088656,1,0,0,0
18,8,5,43.75301132921653,1,0,0,0
4,926,52,3235.9276896131273,0,1,0,1
4,755,377,2902.0285896470837,0,1,1,1
22,625,353,766.6935668205509,0,0,0,1
9,17,4,48.71823787929265,1,0,0,0
0,408,391,546.2257854303433,0,0,0,1
13,13,5,40.84307632010236,1,0,0,0
10,6,9,6.055755182520978,1,0,0,0
11,9,4,11.537455853209279,1,0,0,0
16,5,10,44.22389769704753,1,0,0,0
3,934,65,4748.615141937338,0,1,0,1
17,18,1,31.634551606455805,1,0,0,0
18,10,8,15.877242093965515,1,0,0,0
15,1,1,34.81029565367363,1,0,0,0
11,6,2,12.468066994678486,1,0,0,0
14,3,10,28.434254341631494,1,0,0,0
12,18,1,34.04614217180028,1,0,0,0
10,7,2,20.801908005321085,1,0,0,0
23,248,284,4675.150803781901,0,0,1,1
12,3,8,42.20407680991214,1,0,0,0
17,14,5,7.70532936818875,1,0,0,0
11,10,10,39.24691014263834,1,0,0,0
14,6,4,40.082835285162226,1,0,0,0
23,941,403,4200.518561466091,0,1,1,1
4,119,156,3098.2893897944673,0,1,1,1
10,4,2,26.266831521168235,1,0,0,0
11,14,9,39.211042006480525,1,0,0,0
12,18,9,18.757128986974006,1,0,0,0
9,3,7,27.862573778092965,1,0,0,0
12,2,7,19.438976967235316,1,0,1,0
16,13,9,5.976273674984692,1,0,0,0
9,17,5,18.878806174072906,1,0,0,0
13,13,8,45.90330700715413,1,0,0,0
10,10,3,43.733726126276,1,0,0,0
0,627,395,2137.9573493890503,0,0,1,1
10,19,5,2.0090341479278093,1,0,0,0
22,314,435,3852.575215876002,0,1,1,1
22,122,70,1613.2646288738806,0,1,1,1
1,308,329,2854.696466599391,0,1,1,1
18,10,4,37.36364170022256,1,0,0,0
11,7,9,13.62952282769899,1,0,0,0
14,18,9,40.01342172996926,1,0,0,0
22,411,272,3730.0604985774407,0,1,1,1
2,526,405,4133.353114613021,0,1,1,1
16,3,10,41.0988039997184,1,0,0,0
1,127,455,511.0100373112248,0,1,1,1
2,586,494,2863.8547095646895,0,1,1,1
12,13,6,33.51613611517579,1,0,0,0
11,6,5,14.064742258608117,1,0,0,0
16,12,10,37.84651338737313,1,0,0,0
17,11,1,8.794885450168241,1,0,0,0
18,2,2,20.323387075403886,1,0,0,0
15,18,2,8.870931028671745,1,0,0,0
18,8,3,22.619242215738435,1,0,0,0
1,713,376,1048.0555905873916,0,1,0,1
23,115,188,4775.891191204623,0,1,1,1
13,10,5,30.308710153905675,1,0,0,0
0,399,291,1105.4560508512295,0,1,0,1
16,14,8,11.669591815829376,1,0,0,0
4,765,86,4065.939227935162,0,1,1,1
0,790,301,3524.4296526407707,0,1,1,1
14,20,10,31.91737306586757,1,0,0,0
18,13,3,41.96774775936639,1,0,0,0
10,5,10,29.43791325074126,1,0,0,0
17,1,1,39.361050063685376,1,0,0,0
22,187,111,1145.15402746686,0,1,1,1
3,463,165,1336.0596516093112,0,1,1,1
11,9,6,41.1929639552869,1,0,0,0
9,17,8,26.455838891252352,1,0,0,0
12,2,8,26.51867136907504,1,0,0,0
10,11,1,1.1934535225542573,1,0,0,0
4,493,481,4660.169192562218,0,1,0,1
11,17,9,41.684374700751924,1,0,0,0
18,1,8,44.46094438430283,1,0,0,0
2,731,470,4955.716320220993,0,1,0,1
14,19,10,26.18685750504475,1,0,0,0
14,3,7,10.1757720706145,1,0,0,0
17,16,6,35.824083664129446,1,0,0,0
8,6,8,47.65550846755941,1,0,0,0
2,307,221,1072.452941122842,0,1,0,1
16,2,9,1.7878054825180585,1,0,0,0
0,695,451,3608.381365528092,0,1,0,1
14,15,1,3.2604687203055756,1,0,0,0
15,9,4,23.388230973311064,1,0,0,0
13,20,6,33.20303506565066,1,0,0,0
22,179,428,4688.884665843768,0,1,1,1
13,6,10,30.40164994515749,1,0,0,0
4,229,275,1671.832387622629,0,0,1,1
18,11,3,6.966219427520995,1,0,0,0
18,7,4,34.049061803977956,1,0,0,0
12,2,8,43.71843555810663,1,0,0,0
16,15,4,10.835706684059431,1,0,0,0
2,641,70,3804.351522153218,0,1,0,1
3,390,283,3201.7527879237005,0,1,1,1
8,1,4,11.390658993325264,1,0,0,0
3,878,442,1804.8140065004418,0,1,1,1
12,3,5,9.895465782205374,1,0,1,0
9,12,5,4.212784482203449,1,0,0,0
8,12,9,21.476062860413748,1,0,0,0
4,191,107,3522.863990523809,0,1,1,1
10,11,8,31.00855794157983,1,0,0,0
13,13,10,31.75128294292751,1,0,0,0
9,6,5,41.33669572818852,1,0,0,0
16,11,10,11.146223283692102,1,0,0,0
13,13,3,42.04123258682167,1,0,0,0
14,18,1,39.556973760758034,1,0,0,0
4,728,403,4241.372818397197,0,1,1,1
16,1,9,23.152619614608987,1,0,0,0
14,17,6,4.42821471543296,1,0,0,0
17,14,3,30.845944869129543,1,0,0,0
23,545,56,1799.5649998821418,0,1,1,1
18,3,2,44.61604871324935,1,0,0,0
9,3,8,33.00369129704988,1,0,0,0
4,426,188,1137.0057295616725,0,1,0,1
16,5,3,33.021566055093636,1,0,0,0
11,20,6,11.02832649251246,1,0,0,0
1,977,405,1140.617013694437,0,1,0,1
0,233,64,2618.310105538486,0,1,0,1
18,20,3,6.10206555029612,1,0,0,0
9,20,10,31.913152308757883,1,0,0,0
18,12,10,27.37609532139194,1,0,0,0
14,2,6,37.26078706310327,1,0,0,0
3,620,413,948.2167032914181,0,1,1,1
11,15,2,13.446836555263701,1,0,0,0
15,7,10,14.350286197138082,1,0,0,0
11,2,9,11.361015149455023,1,0,0,0
1,574,474,3407.456785683642,0,0,1,1
8,6,7,0.20755337973617882,1,0,0,0
17,14,5,28.474610584149236,1,0,0,0
15,8,9,12.034508012551422,1,0,1,0
22,555,353,3108.927990994419,0,1,1,1
13,8,5,43.82529027647298,1,0,1,0
22,727,496,3314.8607022267197,0,1,0,1
17,8,8,15.012720239459398,1,0,0,0
3,776,147,1844.9165532847512,0,1,0,1
8,5,6,29.884328567517443,1,0,0,0
22,499,208,1532.101799646648,0,1,1,1
2,488,267,1464.233002171885,0,1,0,1
22,968,354,4423.437918661844,0,1,1,1
8,14,2,17.619415442509148,1,0,0,0
13,13,2,19.35520914572379,1,0,0,0
17,19,9,39.10611448018053,1,0,0,0
2,553,431,4701.958359760369,0,1,1,1
23,171,480,4110.963800106537,0,1,1,1
0,752,283,3279.782362561319,0,1,1,1
10,9,2,14.32496188409462,1,0,0,0
15,20,10,9.857856421524996,1,0,0,0
23,628,396,4967.241548726165,0,1,0,1
13,9,7,30.28845870951701,1,0,0,0
17,5,2,6.396960256422297,1,0,0,0
12,10,2,28.71649251329489,1,0,0,0
12,4,5,18.440440764798296,1,0,0,0
15,20,1,25.141665525090016,1,0,0,0
4,726,131,2204.0538413566087,0,1,1,1
22,913,128,1225.646209497556,0,0,1,1
8,1,5,23.203894669619523,1,0,0,0
2,391,157,2456.0223902107623,0,1,1,1
10,6,3,18.174924916333044,1,0,0,0
17,3,4,20.248400010782046,1,0,0,0
23,197,354,3390.145803628636,0,0,1,1
12,15,9,7.452697933981054,1,0,0,0
14,14,1,27.900837469101173,1,0,0,0
17,1,10,19.081013343492813,1,0,0,0
10,6,3,11.117319670934657,1,0,0,0
13,20,7,13.800312467735393,1,0,1,0
18,6,1,19.87744418991844,1,0,0,0
22,648,196,1320.262297089602,0,0,1,1
23,409,477,3133.4371445150277,0,1,1,1
13,10,7,6.534687747750853,1,0,0,0
9,19,4,26.804098616990874,1,0,0,0
9,16,10,0.43052144002754633,1,0,0,0
15,20,10,2.845928122353357,1,0,0,0
12,3,2,30.78891858193712,1,0,0,0
4,189,160,3775.340106301918,0,1,1,1
3,323,364,3395.0217513600264,0,1,1,1
9,19,4,5.184875141754229,1,0,0,0
12,7,1,35.486526976584784,1,0,0,0
17,17,5,40.7791980965928,1,0,0,0
0,937,169,1398.583461225901,0,1,1,1
16,2,2,25.953296432908413,1,0,0,0
18,16,2,23.55351870852155,1,0,0,0
15,20,6,18.359615140984147,1,0,0,0
17,6,9,14.758944308224693,1,0,0,0
17,10,10,16.88503526236875,1,0,0,0
8,20,8,41.658661093692096,1,0,0,0
0,633,442,3465.42929004875,0,1,1,1
12,8,7,34.62017904923057,1,0,0,0
1,691,333,4347.518097860071,0,0,1,1
0,224,443,3716.071345808585,0,1,1,1
15,14,8,23.275663672989218,1,0,0,0
14,12,3,14.593587334447484,1,0,0,0
13,14,3,12.285451865980022,1,0,0,0
23,786,114,1104.2485166505899,0,0,0,1
18,11,3,35.38842776969277,1,0,0,0
17,9,3,27.47331367892151,1,0,0,0
8,17,2,1.3610798485981568,1,0,0,0
9,8,2,19.068298629454393,1,0,0,0
16,5,5,2.3712334790625946,1,0,0,0
17,11,10,29.936091946435393,1,0,0,0
17,15,10,32.18529235051115,1,0,1,0
10,17,2,32.336638554601045,1,0,0,0
9,5,6,15.663328160487318,1,0,0,0
15,15,9,26.185126959750725,1,0,0,0
9,19,4,29.652129009094235,1,0,0,0
8,3,3,23.636266138408352,1,0,0,0
3,545,329,1450.4723361223487,0,0,0,1
15,18,6,15.490271985917722,1,0,0,0
9,3,1,47.153715344388374,1,0,0,0
10,5,2,35.830648374050114,1,0,0,0
1,565,96,1625.3703233475721,0,1,1,1
13,18,9,24.23963186564672,1,0,1,0
0,229,308,845.8801681660384,0,1,0,1
3,270,266,1824.8887640171065,0,1,1,1
17,13,6,1.5321298887274701,1,0,0,0
9,16,9,2.785889367130465,1,0,0,0
17,3,5,38.287184626921075,1,0,0,0
3,680,453,2039.9037558613043,0,1,0,1
13,15,8,16.43173508003042,1,0,0,0
23,209,114,2695.2929686534094,0,1,1,1
8,11,10,10.153072729271841,1,0,0,0
15,1,7,10.195678499230246,1,0,0,0
15,20,8,14.633838522648276,1,0,0,0
4,979,434,4004.9141776367396,0,1,0,1
22,469,253,1165.7567227023612,0,1,1,1
11,11,7,18.177262509752083,1,0,0,0
8,11,1,37.970564745362566,1,0,0,0
22,296,194,1272.980582397217,0,1,0,1
13,10,10,36.17183816720977,1,0,0,0
10,5,9,24.466984430581206,1,0,0,0
1,656,228,1956.5639406130522,0,1,1,1
9,11,3,44.40777025994173,1,0,0,0
18,4,4,22.385084383019443,1,0,0,0
23,107,330,2181.397444371651,0,1,1,1
18,2,4,13.422215645270288,1,0,0,0
15,14,10,9.802318313311494,1,0,0,0
4,964,256,1052.4297546439866,0,1,1,1
0,609,126,3437.893996995007,0,0,0,1
12,14,6,18.64695324526657,1,0,0,0
18,13,6,48.28926720792003,1,0,0,0
9,7,4,13.30584165197137,1,0,0,0
10,6,7,19.839560668592856,1,0,0,0
12,12,2,22.009588178828317,1,0,1,0
12,2,1,14.98977131203783,1,0,0,0
9,13,9,14.987952115491415,1,0,0,0
13,5,4,30.162901262977815,1,0,0,0
16,9,10,30.321153412507808,1,0,0,0
9,16,4,30.489190286900804,1,0,0,0
23,848,171,3704.584995342639,0,1,1,1
16,17,2,28.678431291870112,1,0,0,0
17,9,8,9.225305970171794,1,0,0,0
2,906,419,692.6654005407192,0,0,1,1
15,15,5,38.928389458771306,1,0,0,0
17,7,10,28.837133427920097,1,0,0,0
18,6,9,8.426589638986714,1,0,0,0
23,462,83,4863.259815960169,0,1,0,1
16,17,4,30.797980286607118,1,0,0,0
14,19,4,27.72473511727965,1,0,0,0
2,592,376,1844.6588769127154,0,1,0,1
15,7,2,6.872848044753309,1,0,0,0
9,6,5,5.494127607914567,1,0,0,0
11,6,5,27.58686644943323,1,0,0,0
15,19,9,47.71615068846723,1,0,0,0
3,279,334,2579.539840639468,0,1,1,1
23,138,448,1409.4428614533863,0,0,1,1
18,13,5,12.674589669811047,1,0,0,0
2,624,425,3088.686589739865,0,1,0,1
22,556,229,1487.3734657736713,0,1,0,1
14,3,2,8.183774498454568,1,0,0,0
15,5,9,23.454236373413877,1,0,0,0
1,776,126,2538.384891231739,0,1,1,1
8,5,1,17.97628973290499,1,0,0,0
12,18,3,9.672820640208359,1,0,0,0
10,16,3,41.10974912994444,1,0,0,0
17,19,3,36.82239846085774,1,0,0,0
4,219,492,4020.547716929994,0,1,1,1
9,15,6,42.52030136555583,1,0,0,0
23,751,291,1058.7961594921226,0,1,0,1
0,379,234,2387.813023202956,0,1,1,1
16,20,1,8.120826655747539,1,0,1,0
4,387,190,4360.362728359556,0,0,0,1
11,1,10,25.281214373799703,1,0,0,0
13,3,9,32.341741848071585,1,0,0,0
9,10,8,22.650501798664042,1,0,0,0
18,7,5,32.61420790951259,1,0,0,0
1,461,195,2551.6694173437527,0,0,1,1
13,10,8,48.391377965631904,1,0,0,0
9,13,7,48.11926551447272,1,0,0,0
18,19,8,26.394011946692427,1,0,0,0
18,13,6,12.757148027353715,1,0,0,0
17,5,9,18.410802437826234,1,0,0,0
9,18,1,46.73568166435883,1,0,0,0
9,1,8,31.09584684910533,1,0,0,0
15,18,6,27.359033640317026,1,0,0,0
9,6,1,10.851819515299212,1,0,0,0
22,654,117,2632.5721298169424,0,1,1,1
16,2,9,46.771883213499464,1,0,0,0
9,18,5,36.334321614394064,1,0,0,0
17,5,10,28.386408459307418,1,0,0,0
9,3,5,11.166335206513649,1,0,0,0
11,11,5,2.6125006548745424,1,0,0,0
17,17,2,26.03611609160142,1,0,0,0
1,855,67,1396.3094433676883,0,1,0,1
8,11,5,25.81764110379949,1,0,1,0
18,12,4,3.2000041568467523,1,0,0,0
13,20,4,1.5622426807780707,1,0,0,0
3,733,70,2145.070147879038,0,0,1,1
0,859,136,791.196850215606,0,1,1,1
11,18,4,7.613262201981663,1,0,0,0
9,16,6,31.58853533590849,1,0,0,0
23,636,208,3989.899441398835,0,0,1,1
22,313,292,2251.0533226019916,0,1,1,1
0,141,290,3800.6433580721073,0,1,1,1
13,17,7,20.991370817103146,1,0,0,0
4,851,219,2394.572482169534,0,1,1,1
17,19,4,36.09786560358571,1,0,0,0
15,20,1,12.312234145797785,1,0,0,0
15,15,6,30.85548726994671,1,0,0,0
10,15,10,37.15166077129637,1,0,0,0
9,12,4,36.67375697038702,1,0,0,0
9,15,3,40.090688425940996,1,0,0,0
9,1,5,10.861171748970884,1,0,0,0
2,242,468,2488.7205846888473,0,1,1,1
14,19,4,12.810653056315237,1,0,0,0
16,11,1,42.493823787278906,1,0,0,0
13,12,4,44.726381018223314,1,0,0,0
18,3,10,31.785416581033306,1,0,0,0
9,13,9,37.51513890537218,1,0,0,0
13,4,3,16.557202812590376,1,0,0,0
3,843,376,1252.774674064333,0,1,1,1
23,564,72,969.8949480941592,0,0,1,1
8,3,9,10.835130713672195,1,0,0,0
9,4,10,38.99928037851618,1,0,0,0
0,144,477,4720.097914963842,0,0,0,1
12,12,1,16.959517463203944,1,0,0,0
1,908,496,2166.8920727122522,0,1,1,1
13,18,9,46.59904433131063,1,0,0,0
8,10,4,2.2859331553902424,1,0,0,0
12,6,3,39.705449553865634,1,0,0,0
11,3,4,36.031725738799295,1,0,0,0
15,10,8,1.2564972809959165,1,0,0,0
13,10,7,20.497592922641285,1,0,0,0
3,867,346,2120.8489141736864,0,0,1,1
15,4,5,20.85717388343306,1,0,1,0
17,12,8,27.718300455011455,1,0,0,0
12,9,7,44.7846004559556,1,0,0,0
4,688,369,2092.340049683855,0,0,1,1
12,3,4,27.71449192605803,1,0,0,0
11,16,8,22.46391002436988,1,0,0,0
3,587,204,2643.198083025794,0,1,1,1
1,989,476,4190.602803934983,0,0,1,1
16,5,7,22.73682346875574,1,0,0,0
10,17,7,20.970131399941806,1,0,0,0
13,6,10,23.058835404501053,1,0,0,0
10,10,7,0.17806036307660994,1,0,0,0
23,742,86,2231.956705603413,0,1,1,1
15,12,9,46.69164870106295,1,0,0,0
13,3,9,27.24968980040887,1,0,0,0
1,725,404,669.2954539002764,0,0,1,1
13,1,6,15.512416896187656,1,0,1,0
9,1,1,34.51851244403356,1,0,0,0
2,452,354,3449.3443601498802,0,1,0,1
1,185,335,3888.854112892623,0,1,1,1
3,590,464,4091.0788151244874,0,1,1,1
23,998,71,4450.009722123024,0,1,1,1
2,226,288,996.4227254597401,0,0,1,1
13,1,4,29.39310159381597,1,0,0,0
14,12,3,8.887408342241502,1,0,0,0
16,7,9,21.03403906598677,1,0,0,0
15,1,7,34.192324545908974,1,0,0,0
11,8,5,42.89130780479373,1,0,0,0
17,15,2,5.631808974971748,1,0,0,0
10,7,6,5.20029279834045,1,0,0,0
23,191,177,1209.6430528881879,0,0,1,1
10,5,9,2.05562417545023,1,0,0,0
16,5,10,28.852961321072904,1,0,0,0
9,16,8,3.7671867167458797,1,0,0,0
10,16,4,17.805765812187154,1,0,0,0
16,18,10,7.718754145843085,1,0,0,0
1,416,402,3673.113745032953,0,1,0,1
14,5,3,3.513739215376693,1,0,0,0
4,846,373,2739.835014315471,0,1,1,1
4,760,221,2352.612783045848,0,1,1,1
17,4,7,6.780766970667608,1,0,0,0
22,119,291,4582.304951780184,0,1,0,1
3,446,402,1005.4203032879705,0,1,0,1
14,5,6,25.797508690702884,1,0,0,0
14,17,6,11.865325885785287,1,0,1,0
16,15,2,34.04673237315963,1,0,0,0
17,17,7,5.648224330179496,1,0,0,0
16,14,9,34.38468982620545,1,0,0,0
12,10,5,11.953659418867558,1,0,0,0
13,10,8,49.45606355742729,1,0,0,0
15,11,4,0.23662615296389536,1,0,0,0
3,180,449,751.6521897049373,0,1,1,1
4,523,318,1444.3041617515141,0,1,0,1
11,7,5,37.641042218488536,1,0,0,0
12,2,6,10.941757266408322,1,0,0,0
18,14,4,16.15792052215586,1,0,0,0
10,6,4,40.442189993836216,1,0,0,0
16,18,1,31.383960491173294,1,0,0,0
9,1,10,3.4698752067110825,1,0,0,0
11,9,9,24.47773942225389,1,0,0,0
2,255,448,1345.7012100552872,0,0,0,1
13,17,2,14.562846281870494,1,0,0,0
12,5,2,45.1798448332411,1,0,0,0
16,13,6,40.88011458515524,1,0,0,0
10,14,8,44.10035585088847,1,0,0,0
16,20,2,5.557534319689918,1,0,0,0
18,2,3,11.236934541437526,1,0,0,0
13,10,6,27.410795718721214,1,0,0,0
18,7,6,21.621740241286847,1,0,0,0
1,136,148,614.1407246800184,0,1,0,1
12,12,4,2.2361411978484793,1,0,0,0
15,16,3,3.835775599601541,1,0,0,0
14,7,7,41.2598976170375,1,0,0,0
3,164,455,2932.4842124829765,0,1,1,1
14,13,3,5.517648683685623,1,0,0,0
23,312,453,3580.993316056696,0,1,1,1
14,12,9,0.6285249946091782,1,0,0,0
18,14,5,5.847151295923531,1,0,0,0
1,234,319,4273.330005017935,0,0,1,1
16,19,3,38.41230370414707,1,0,0,0
8,3,4,11.709778580197904,1,0,0,0
13,12,10,13.299591274378452,1,0,0,0
9,17,2,14.324644401560487,1,0,0,0
23,594,306,1193.3499973710814,0,1,1,1
10,4,7,32.910338375473366,1,0,0,0
22,201,159,4642.147300905575,0,1,1,1
10,9,8,48.37246540072393,1,0,0,0
14,10,1,39.211699818863245,1,0,0,0
11,5,6,38.14928892375005,1,0,0,0
2,472,250,1325.088822456194,0,1,1,1
15,5,6,43.13345777252209,1,0,0,0
17,6,8,17.62426716945587,1,0,0,0
14,5,7,10.052944552662673,1,0,0,0
17,10,3,23.288586994305593,1,0,0,0
22,467,299,881.8811810274697,0,1,1,1
16,20,10,33.78133789353585,1,0,0,0
15,1,5,48.5972161336187,1,0,0,0
9,12,7,44.48537719891284,1,0,0,0
11,7,10,34.487765996876945,1,0,0,0
10,14,8,24.11978505675487,1,0,0,0
16,3,3,7.6264498348530205,1,0,0,0
12,8,2,1.3930757091207462,1,0,0,0
17,8,10,29.766505761318715,1,0,0,0
18,13,7,40.873454955417664,1,0,0,0
9,10,6,37.39929516042474,1,0,0,0
18,2,1,47.48562546252784,1,0,0,0
10,19,3,24.52989682243782,1,0,0,0
8,7,6,7.501357488718059,1,0,0,0
8,12,4,34.13512774669777,1,0,0,0
11,14,6,18.317391512772975,1,0,0,0
3,952,90,2606.2661454423496,0,1,1,1
9,15,9,4.985645537259857,1,0,0,0
0,249,483,3857.891058462131,0,1,1,1
12,1,7,16.677639044050185,1,0,0,0
4,190,175,2626.0320755689054,0,1,1,1
12,3,4,8.428832205478656,1,0,0,0
17,18,8,7.764137732385036,1,0,0,0
18,5,7,39.47493048468114,1,0,0,0
17,10,1,42.40981601155396,1,0,0,0
13,13,9,16.00484942008398,1,0,0,0
23,309,316,4784.471450915507,0,0,1,1
4,108,363,4938.897418207731,0,1,0,1
22,804,235,931.2503442532674,0,1,1,1
9,3,9,10.736400182125315,1,0,0,0
16,16,3,32.97665217542125,1,0,0,0
12,4,1,16.817050213178106,1,0,0,0
13,18,7,47.71156567187154,1,0,0,0
11,6,10,7.728202471395899,1,0,0,0
14,16,9,20.598676521191827,1,0,0,0
10,5,5,15.12645014221593,1,0,0,0
18,3,5,5.00029982888056,1,0,0,0
